Curso;Módulo atual;Faltas Consecutivas;Idade;Sexo;Bairro;Cidade;Pend. Acad.;Possui Pendência Financeira;Bolsista;Antecipou Parcela;Situação (código)
Curso Técnico em Segurança do Trabalho;0;0;26;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;0;0;45;0;Brasil;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;28;0;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;0;0;20;0;Zabelê;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;25;1;Patagônia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;33;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;23;0;Guarani;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Segurança do Trabalho;0;0;23;0;São Joãozinho;São João do Paraíso;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;25;0;Zona Rural;Barra do Choça;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;29;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Radiologia;0;0;26;0;Felícia;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Segurança do Trabalho;4;0;31;0;Zabelê-Miro Cairo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;0;13;26;0;Espírito Santo-Lot Renato Magalhães;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Segurança do Trabalho;4;13;33;0;Patagônia;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;0;0;43;1;Centro;Tremedal;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;30;0;Vila Serrana II;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;13;22;1;Ibirapuera-Bruno Bacelar;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;4;0;29;1;Jatobá-Parque Comveima;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;21;0;Boa Vista;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;37;1;Boa Vista;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Segurança do Trabalho;0;0;59;1;Brasil;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;55;1;Patagônia;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;4;0;42;1;Airton Sena-Vila Sul;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Segurança do Trabalho;0;0;24;0;Morada Real ;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Segurança do Trabalho;2;6;24;1;Jurema;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;0;13;24;1;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;0;0;32;0;Patagônia;Vitória da Conquista;1;0;0;0;9
Curso Técnico em Segurança do Trabalho;4;0;31;1;Patagônia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;4;17;26;0;Felícia;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;0;13;24;1;Boa Vista;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;4;0;30;1;Campinhos;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;22;0;Centro;Brumado;1;0;0;0;6
Curso Técnico em Segurança do Trabalho;0;0;28;1;Espírito Santo-Vila Elisa;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;0;0;21;1;São Pedro-Henriqueta Prates;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;22;1;Vila Elisa;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;0;0;26;0;Campinhos;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;4;0;24;0;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;21;1;Vila America;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;23;0;Centro;Divisópolis;0;0;0;0;9
Curso Técnico em Segurança do Trabalho;0;0;41;0;Centro;Tremedal;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;42;0;Cruzeiro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;46;1;Cruzeiro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;37;0;Felícia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;43;1;Cruzeiro;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;0;0;33;0;Felícia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;23;0;Patagônia-Conveima;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;0;0;23;1;Jurema;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Segurança do Trabalho;2;0;25;0;Ibirapuera;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;0;0;24;0;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;4;4;37;1;Patagônia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Segurança do Trabalho;0;0;26;0;Senhonrinha Cairo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;33;0;Jurema;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;41;0;Jd Copacabana;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;27;1;Jatobá;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;42;1;Guarani;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Segurança do Trabalho;4;4;31;0;Felícia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Segurança do Trabalho;0;0;21;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;4;0;27;0;Ayton Senna;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;36;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;4;0;24;0;Alto Maron;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;1;1;26;0;Centro;Macaúbas;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;4;0;25;1;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;4;12;27;1;Primavera;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Segurança do Trabalho;0;0;44;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Segurança do Trabalho;4;14;23;1;F;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;4;26;0;Zabelê;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;4;4;35;1;Boa Vista;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Segurança do Trabalho;4;0;23;0;Cruzeiro;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;20;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;0;0;21;0;Centro;Planalto;0;0;0;0;1
Curso Técnico em Segurança do Trabalho;4;4;33;0;Brasil;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Segurança do Trabalho;0;0;23;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Segurança do Trabalho;4;4;28;1;Felícia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;2;5;21;0;Brasil;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;13;49;1;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;0;35;1;Guarani;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;2;0;20;1;Espírito Santo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;0;23;0;Primavera;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;2;0;23;1;Felícia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;2;0;20;0;Cruzeiro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;8;20;1;Campinhos;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;3;0;17;1;Boa Vista;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;3;5;28;0;Patagonia ;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;3;0;20;0;Alto Maron;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;3;0;23;0;Bateias;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;3;0;23;1;Rural, Capinal;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;3;0;21;1;São Pedro;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;19;1;Bateias;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;17;1;Lagoa das Flores;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;23;1;Ayrton Senna;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;24;1;Patagônia;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;23;1;Senhorinha Cairo;Vitória da Conquista;1;0;1;0;6
Curso Técnico em Administração;3;0;23;1;Zabelê;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;20;1;Felícia;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;29;1;Zabelê;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;28;1;Boa Vista;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;35;1;Recreio;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;18;0;Boa Vista;Vitória da Conquista;0;0;0;0;3
Curso Técnico em Administração;3;0;24;0;Guarani;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;20;0;Humberto Lopes;Itambé;0;0;0;0;5
Curso Técnico em Administração;3;0;28;1;Jurema;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;27;0;Campinhos;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;27;0;Patagônia;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;20;20;1;Miro Cairo;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;3;0;23;1;Campinhos;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;19;0;Boa Vista;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;30;1;Barrocas - Rural;Vitória da Conquista;1;0;0;0;2
Curso Técnico em Administração;3;13;23;0;Brasil;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;3;0;20;0;Boa Vista;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;40;1;Boa Vista;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;20;1;Espírito Santo;Vitória da Conquista;1;1;0;0;6
Curso Técnico em Administração;3;0;20;1;Centro;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;21;0;Patagônia;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;32;0;Miro Cairo;Vitória da Conquista;1;1;0;0;6
Curso Técnico em Administração;3;0;23;0;Boa Vista;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;30;0;Candeias;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;36;1;Lagoa das Flores;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;26;0;Ibirapuera;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;24;1;Cruzeiro;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;23;1;Iguá;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;25;1;Zabelê;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;24;0;São Pedro;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;36;1;Espírito Santo;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;20;1;Espírito Santo;Vitória da Conquista;1;1;0;0;6
Curso Técnico em Administração;3;0;22;1;Pradoso;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;1;23;1;Boa Vista;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;31;1;Brasil;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;1;23;1;Espírito Santo;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;23;1;Zabelê - Senhorinha Cairo;Vitória da Conquista;0;0;1;0;5
Curso Técnico em Administração;3;0;31;1;Patagônia;Vitória da Conquista;0;0;1;0;5
Curso Técnico em Administração;3;0;22;1;Lagoa das Flores;Vitória da Conquista;1;1;0;0;6
Curso Técnico em Administração;3;0;23;0;Candeias;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;24;1;Bateias;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;28;1;Espírito Santo-Morada Real;Vitória da Conquista;0;0;1;0;5
Curso Técnico em Administração;3;0;22;1;Patagônia;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;33;1;Alto Maron;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;21;1;Jatobá-Residencial  do Campo;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;0;21;1;Boa Vista;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Administração;3;0;23;0;Patagônia;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;2;1;27;1;Espírito Santo;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;0;51;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;2;0;18;1;Alto Maron;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;2;13;31;1;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;1;23;0;Espírito Santo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;0;43;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;13;41;1;Felícia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;4;21;0;Espírito Santo;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;0;20;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;16;22;1;Zabelê;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;3;32;1;Bateias;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;2;13;34;1;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;3;2;23;1;Patagônia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;3;20;23;0;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;3;12;19;1;São Pedro-Recanto das Águas;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;3;13;29;1;José Gonçalves;Vitória da Conquista;0;0;0;0;13
Curso Técnico em Administração;3;13;24;1;Zabelê;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;3;13;28;1;Ibirapuera;Vitória da Conquista;0;0;1;0;8
Curso Técnico em Administração;3;9;19;0;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;3;11;22;1;Ibirapuera;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;3;0;24;1;Patagônia;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;22;1;Candeias;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;3;12;23;1;Campinhos;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;3;0;20;1;Inhobim;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;27;1;Caiçara;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;25;1;Boa Vista;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;21;1;José Gonçalves;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;20;1;Zona Rural ;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;23;1;Zona Rural;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;3;28;0;Cruzeiro;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;3;0;24;0;Brasil;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;3;0;43;1;Candeias;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;27;1;Patagônia;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;19;1;Candeias;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;19;1;Zona Rural;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;34;1;Centro;Itambé;0;0;0;0;9
Curso Técnico em Administração;3;0;21;1;Zabelê;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;30;1;Zabelê;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;18;0;Boa Vista;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;45;1;Patagônia;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;32;1;Candeias;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;3;0;22;1;Zabelê/ Senhorinha Cairo;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;20;1;José Gonçalves;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;40;1;Ibirapuera;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;0;16;1;Cruzeiro;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;3;13;20;1;Patagônia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;0;20;0;Centro;Veredinha;0;0;0;0;0
Curso Técnico em Administração;1;1;19;1;Primavera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;0;19;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;47;1;Bateias;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;0;27;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;19;1;Zona Rural;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;4;20;1;Rural - Choça;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;3;21;1;Patagônia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;0;18;0;Ibirapuera;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;3;50;0;Felícia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;0;21;1;Centro;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;0;18;0;Tancredo Neves;Ibicuí;0;0;0;0;0
Curso Técnico em Administração;1;0;18;0;Centro;Ibicuí;0;0;0;0;0
Curso Técnico em Administração;1;3;26;1;Boa Vista;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;3;28;1;Senhorinha Cairo;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;3;24;1;Patagônia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;0;46;1;Guarani;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;3;19;1;Iguá;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;0;19;0;Centro;Matinha;0;0;0;0;2
Curso Técnico em Administração;1;0;22;0;Jurema;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;1;5;25;1;Boa Vista;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;0;20;0;Jurema;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;22;1;Zabelê;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;1;0;21;0;Cruzeiro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;11;31;1;Jatobá;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;28;1;Jabotiana;Aracaju;0;1;0;0;7
Curso Técnico em Administração;1;0;31;0;Centro;Planalto;0;1;0;0;7
Curso Técnico em Administração;1;0;24;1;Felícia;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Administração;1;1;22;0;Jatobá;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;1;2;19;1;Centro;Inhobim;0;0;0;0;0
Curso Técnico em Administração;1;0;22;1;Bateias;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;69;0;Candeias;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;2;7;22;1;Centro;Caraíbas;0;0;1;0;8
Curso Técnico em Administração;2;2;23;1;Guarani;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;5;19;0;Centro;Itambé;0;0;0;0;2
Curso Técnico em Administração;2;0;23;1;Felícia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;18;25;1;Boa Vista;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;18;21;0;Bela Vista;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;17;18;0;Lagoa das Flores;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;0;25;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;10;25;1;Patagônia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;2;0;23;1;Zabelê;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Administração;2;8;22;0;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;1;0;20;1;Campinhos;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Administração;1;0;24;1;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;1;0;24;1;Ayrton Senna;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;1;0;25;0;Ayrton Senna;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;0;37;0;Jurema;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;1;17;1;Morada Nova;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;23;1;Simão;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;1;0;17;0;Cruzeiro;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;21;1;Distrito Industrial;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;26;1;Felícia;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;19;1;Espírito Santo;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;26;1;Jatoba;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;13;29;1;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;1;0;20;1;Centro;Barra do Choça;0;0;0;0;12
Curso Técnico em Administração;1;0;20;1;Zabelê;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;20;1;Brasil;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;22;1;Centro;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;29;1;Ibirapuera;Vitória da Conquista;0;1;0;0;9
Curso Técnico em Administração;1;0;31;0;Alto Maron;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;32;1;Centro;Belo Campo;0;0;0;0;9
Curso Técnico em Administração;1;0;25;1;Espírito Santo;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;1;0;40;0;Jurema;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;28;0;Nossa Senhora Aparecida;Vitória da Conquista;0;0;0;0;12
Curso Técnico em Administração;1;0;27;1;Ibirapuera;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;23;1;Alto Maron;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;26;1;Recreio;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;21;0;Centro;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;2;19;1;Centro;Cordeiros;0;0;0;0;2
Curso Técnico em Administração;1;0;47;1;Boa Vista;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;30;0;Centro;Planalto;0;0;0;0;2
Curso Técnico em Administração;1;23;21;1;Candeias;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;1;0;20;0;Zabelê;Vitória da Conquista;0;0;1;0;12
Curso Técnico em Administração;1;0;22;0;Centro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;19;1;Centro;Anagé;0;0;0;0;9
Curso Técnico em Administração;1;0;36;1;Espírito Santo;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;22;1;Area Rural de Vitoria da Conquista;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;17;1;Centro;Caraíbas;0;0;0;0;9
Curso Técnico em Administração;1;0;21;1;Nova Cidade;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;18;1;Rural do Periquito;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;40;1;Alto Maron;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;0;18;0;Boa Vista;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Radiologia;1;0;23;1;Cruzeiro;Vitória da Conquista;0;0;0;0;9
Curso Técnico em Administração;1;4;21;1;Primavera;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;4;23;1;Cruzeiro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;0;20;0;Zabele (Residencial das Acacias);Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;14;22;1;Recreio;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;1;9;26;0;Alto Maron;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;4;49;1;Patagônia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;1;5;29;1;Centro;Barra do Choça;0;1;0;0;10
Curso Técnico em Administração;1;0;20;0;Zabelê;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;1;6;17;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;1;2;27;0;Espírito Santo;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Administração;1;5;20;1;Cruzeiro;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;5;18;1;Boa Vista;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Administração;1;5;26;0;Bruno Barcelar;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Administração;2;13;56;1;Brasil;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Administração;2;0;22;0;Alto Maron;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Administração;2;11;34;1;Pedrinhas;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Administração;2;4;33;1;Patagônia;Vitória da Conquista;0;1;0;0;7
