Curso;Módulo atual;Faltas Consecutivas;Idade;Sexo;Bairro;Cidade;Pend. Acad.;Possui Pendência Financeira;Bolsista;Antecipou Parcela;Situação (código)
Curso Técnico em Enfermagem ;0;4;30;1;Espírito Santo;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;4;23;1;Zabelê;Vitória da Conquista;0;0;0;0;10
Curso Técnico em Enfermagem ;0;0;30;1;Zona Rural;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;2;0;37;0;Veloso;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;3;26;1;Jatobá;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;2;1;22;1;Patagônia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;13;27;1;Campinhos;Vitória da Conquista;0;0;0;0;8
Curso Técnico em Enfermagem ;0;13;28;1;Jatobá;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;0;24;0;Bateias;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;28;1;Cruzeiro;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;3;27;1;Povoado do Igúa ;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;9;20;1;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;21;0;Patagônia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;35;1;Nossa Senhora Aparecida;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;0;51;1;Centro;Anagé;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;38;1;Campinhos;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;4;18;1;jardim Guanabara;Vitória da Conquista;0;0;0;0;10
Curso Técnico em Enfermagem ;0;0;22;1;Terras do Remanso;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;6;49;1;Felícia;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;7;33;1;Centro;Barra do Choça;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;19;1;Jatobá-Santa Terezinha;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;0;27;1;Espírito Santo-Renato Magalhães;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;0;41;1;Centro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;21;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;32;1;Boa Vista-Residencial Parque Vitoria;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;27;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;25;1;Airton Sena;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;21;1;Patagônia;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;0;29;1;Zabelê;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;23;1;Zona Rural;Itapirema;0;0;0;0;0
Curso Técnico em Enfermagem ;0;5;26;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;4;32;1;Jatobá;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;42;1;Jurema;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;12;21;1;Jatoba;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;2;21;1;Centro;Barra do Choça;0;1;0;0;7
Curso Técnico em Enfermagem ;4;5;20;1;Bruno barcelar ;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;39;0;Patagônia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;4;22;1;Centro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;0;33;1;Zabele ;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;24;0;Alto Maron - Panorama;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;23;1;Centro;Cândido Sales;0;1;0;0;7
Curso Técnico em Enfermagem ;0;10;25;1;Urbis III;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;0;30;1;Espírito Santo-Morada Real;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;29;1;Cruzeiro;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;2;20;1;Felícia-Jardim Guanabara;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;34;1;Zabelê;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;1;29;0;Jurema;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;1;0;25;1;Centro;Nova Brasília;0;0;0;0;3
Curso Técnico em Enfermagem ;0;0;35;1;Espírito Santo;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;4;0;33;0;Felícia-Morada dos Passaros;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;48;1;Patagônia;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;4;34;1;Centro;Nova Brasília;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;26;1;Senhorinha Cairo-Zabelê;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;0;0;26;1;Bateias;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;31;1;Centro;José Gonçalves;0;0;0;0;0
Curso Técnico em Enfermagem ;0;6;28;1;São João Batista;Anagé;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;27;1;Alto Maron;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;0;0;37;1;Bateias-Nossa Senhora de Lourdes;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;4;56;1;Espírito Santo-Urbis VI;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;4;29;1;Brasil;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;12;31;1;Alto Maron;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;4;23;1;Patagônia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;3;37;1;Candeias;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;34;1;Zabelê;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;4;11;19;1;Guarani;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;12;28;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;0;37;1;Patagônia-Kadija;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;1;0;45;0;Centro;Lucaia;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;47;0;Alto Maron;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;4;30;1;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;30;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;8;27;1;Brasil;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;47;1;Brasil;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;33;1;Vila Bonita-Ayrton Senna ;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;1;7;44;1;Ibirapuera;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;18;1;Felícia-Morada dos Passaros;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;0;23;0;Alto Maron-Alto da Colina;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;39;1;Boa Vista;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;0;3;24;1;Centro;Caraíbas;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;27;1;Jatobá;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;1;27;1;Espírito Santo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;3;0;32;1;Guarani;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;0;32;1;Campinhos;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;2;20;1;Espírito Santo;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;27;1;Campinhos;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;4;12;23;0;Primavera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;21;1;Felícia-Mrada dos Passaros II;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;0;21;0;Recreio;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;34;1;Bateias / Cidade Modelo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;25;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;46;1;Bateias/Cidade Modelo;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;0;0;20;1;Nossa Senhora Aparecida;Vitória da Conquista;1;0;0;0;6
Curso Técnico em Enfermagem ;4;2;46;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;34;1;Espírito Santo / Vila Elisa;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;11;29;1;Patagônia;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;0;23;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;28;1;Centro;Lagoa Grande;0;0;0;0;0
Curso Técnico em Enfermagem ;4;0;41;1;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;0;24;1;Centro;Barra do Choça;0;0;0;0;2
Curso Técnico em Enfermagem ;1;0;20;0;Alto Maron;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;63;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;0;25;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;23;0;Urbis VI;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;4;0;54;1;Patagônia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;21;1;Lagoa das Flores;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;25;0;Urbis  II;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;22;0;Airton Sena;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;15;38;1;Espirito Santos;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;0;22;1;Cruzeiro;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;12;24;1;Patagonia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;2;11;25;1;Recreio;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;1;0;36;1;Copacabana 1;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;2;31;0;Guarani ;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;2;21;1;Centro;Caraíbas;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;40;1;Parque das Queimadas;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;0;32;1;Candeias;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;4;21;1;Felícia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;8;29;1;Ibirapuera;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;11;26;0;Centro;Cândido Sales;0;1;0;0;8
Curso Técnico em Enfermagem ;3;3;22;1;Zona Rural ;Tanhaçu;0;1;0;0;10
Curso Técnico em Enfermagem ;1;0;33;0;Centro;Cândido Sales;0;0;0;0;0
Curso Técnico em Enfermagem ;4;0;41;1;Centro;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;2;32;1;Kadija;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;20;1;Recreio;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;0;0;44;1;Guarani;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;3;21;1;Patagônia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;3;0;22;1;Rural Limeira;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;0;22;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;3;0;31;1;Brasil;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;44;1;Guarani;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;10;21;1;ZONA RURAL;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;3;33;1;Bateias 2;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;3;13;31;1;Jardim Fretitas JR;Taboão da Serra;0;1;0;0;8
Curso Técnico em Enfermagem ;0;3;42;1;Alto Maron;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;22;1;Loteamento Sobradinho;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;1;0;22;1;Alto Maron;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;13;21;1;Bateias;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;13;44;1;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;13;20;1;Primavera;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;0;23;0;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;48;1;Ibirapuera;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;3;13;23;1;Zabelê;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;1;24;1;Cruzeiro;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;12;17;1;Patagônia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;1;0;18;0;São Pedro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;0;33;0;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;1;0;41;1;Pedro Santino;Barra do Choça;0;0;0;0;0
Curso Técnico em Enfermagem ;0;3;27;1;Centro;Caatiba;0;0;0;0;0
Curso Técnico em Enfermagem ;4;0;34;1;Ibirapuera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;0;25;1;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;5;21;1;Felícia;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;3;11;24;1;Itapirema;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;3;13;27;1;Zona Rural;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;13;39;1;Jurema;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;1;18;21;0;Conveima 2;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;1;5;36;1;Centro;Inhobim;0;0;0;0;2
Curso Técnico em Enfermagem ;1;12;23;1;Vila América;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;13;21;1;Boa Vista;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;12;39;1;Primavera;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;13;21;1;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;0;23;1;Boa Vista;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;3;3;37;1;Rural Barrocas;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;4;12;21;1;Bateias;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;3;5;32;1;Felícia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;13;25;1;Centro;Itambé;0;1;0;0;8
Curso Técnico em Enfermagem ;4;0;2;1;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;1;30;1;Urbis 5;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;4;37;1;Centro;Planalto;0;1;0;0;10
Curso Técnico em Enfermagem ;4;4;23;1;Centro;Planalto;0;1;0;0;10
Curso Técnico em Enfermagem ;4;14;26;1;Ibirapuera;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;12;20;1;Jurema;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;1;1;27;1;Patagônia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;3;22;0;Centro - Netanias Alves Veiga;Iguaí;0;0;0;0;0
Curso Técnico em Enfermagem ;0;3;24;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;5;46;1;Cidade Modelo;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;1;26;36;1;Boa Vista;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;4;0;40;1;Boa Vista;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;0;0;21;1;Centro;Anagé;0;0;0;0;0
Curso Técnico em Enfermagem ;3;13;23;1;Campinhos;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;1;0;41;1;Centro;Itambé;0;0;0;0;0
Curso Técnico em Enfermagem ;4;2;42;1;Brasil;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;1;2;25;1;Jurema;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;0;31;0;Zabelê - Vila Serrana III;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;3;3;26;1;Zona Rural;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;38;1;Espírito Santo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;3;13;22;1;Centro;Cândido Sales;0;1;0;0;8
Curso Técnico em Enfermagem ;4;11;31;0;Centro;Brumado;0;1;0;0;8
Curso Técnico em Enfermagem ;3;0;36;1;Bateias;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;3;13;24;0;Candeias;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;13;34;1;Primavera;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;13;67;1;Conjunto Minascaixa;Belo Horizonte;0;1;0;0;8
Curso Técnico em Enfermagem ;4;12;24;1;Centro;Barra do Choça;0;1;0;0;8
Curso Técnico em Enfermagem ;1;0;29;0;Centro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;3;4;23;1;Campinhos;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;33;1;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;0;5;0;Espírito Santo;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;4;11;19;1;Nossa Senhora Aparecida;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;11;24;1;Jurema;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;4;0;25;1;Vila Elisa;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;3;13;41;1;Kadija;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;0;23;1;Campinhos;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;20;1;Campinhos;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;29;1;Jatobá;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;4;21;1;Brasil;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;10;23;1;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;3;11;29;0;Alto Maron;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;4;21;1;Patagônia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;2;3;38;1;Zabelê;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;41;1;Centro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;5;28;1;Primavera;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;37;1;Brasil;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;4;30;0;Jatobá;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;34;1;Alto Maron;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;4;3;28;0;Recreio;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;1;6;22;1;Zabelê;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Enfermagem ;0;4;25;1;Alto Maron;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;26;1;Boa Vista;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;1;0;24;1;Jatobá;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;34;1;Alto Maron;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;25;1;Recreio;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;20;1;Ibirapuera;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;4;4;19;1;Pradoso;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;3;4;25;1;Patagônia;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;23;1;Espírito Santo;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;0;7;44;1;Zabelê;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;11;21;1;Jurema;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;0;7;43;1;Primavera;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;3;0;28;0;Primavera;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Enfermagem ;3;10;46;1;Bateias;Vitória da Conquista;0;1;0;0;8
Curso Técnico em Enfermagem ;3;4;17;1;Centro;Iuiu;0;1;0;0;10
Curso Técnico em Enfermagem ;3;4;30;1;Centro;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;39;1;Centro;São João da Vitória;0;0;0;0;0
Curso Técnico em Enfermagem ;3;4;25;1;Centro;Vitória da Conquista;0;1;0;0;10
Curso Técnico em Enfermagem ;0;0;21;1;Centro;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Enfermagem ;0;0;26;0;Espírito Santo;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Enfermagem ;0;0;31;1;Felícia;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Farmácia;0;1;28;1;Zona Rural;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;24;1;Alto Maron;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;46;1;Felícia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;33;1;Guarani;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Farmácia;0;0;36;1;Jurema;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;38;1;RECREIO;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Farmácia;0;0;37;1;Alto Maron;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Farmácia;0;0;27;0;Centro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;24;0;Distrito Industrial;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;25;1;Chacaras Candeias;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Farmácia;0;0;37;1;Guarani;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;22;1;Senhorinha Cairo;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Farmácia;0;0;29;1;Centro;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;25;1;Brasil;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;27;0;Zona Rural;Caraíbas;0;0;0;0;1
Curso Técnico em Farmácia;0;0;26;0;Zona Rural;Caraíbas;0;0;0;0;1
Curso Técnico em Farmácia;0;0;26;0;Cruzeiro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;38;0;Espírito Santo;Vitória da Conquista;0;0;0;0;0
Curso Técnico em Farmácia;0;0;4;1;Lagoa das Flores ;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;33;1;Alto Maron;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;26;1;Cruzeiro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;32;1;Centro;Nova Canaã;0;0;0;0;2
Curso Técnico em Farmácia;0;0;26;1;Patagônia;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;31;1;Centro;Belo Campo;0;1;0;0;7
Curso Técnico em Farmácia;4;13;33;1;Espírito Santo;Vitória da Conquista;1;1;0;0;8
Curso Técnico em Farmácia;0;0;25;1;Centro;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;25;1;Felícia;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;24;0;Urbis VI;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;41;1;Felícia;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;38;1;Espírito Santo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;24;1;Alto Maron;Vitória da Conquista;0;0;0;0;1
Curso Técnico em Farmácia;0;0;29;1;Alto Maron;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;25;1;Bateias;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;22;1;Zabele ;Vitória da Conquista;0;1;0;0;7
Curso Técnico em Farmácia;0;0;26;1;Lagoa das Flores;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;22;1;Espírito Santo;Vitória da Conquista;0;0;0;0;2
Curso Técnico em Farmácia;0;0;24;1;Centro;Poções;0;0;0;0;5
Curso Técnico em Farmácia;0;0;30;1;Centro;Barra do Choça;0;0;0;0;2
Curso Técnico em Farmácia;0;0;27;1;Centro;Vitória da Conquista;0;0;0;0;5
Curso Técnico em Farmácia;0;0;23;1;Ibirapuera;Vitória da Conquista;0;1;0;0;8
